change_control_id,material_id,supplier_id,change_number,change_type,risk_level,status,opened_date
1751,220,84,CC-001751,Method,Medium,Implemented,2026-01-15
1752,237,92,CC-001752,Packaging,Low,Implemented,2025-11-29
1753,280,3,CC-001753,Supplier Site,Medium,Approved,2024-01-08
1754,184,76,CC-001754,Supplier Site,Medium,Implemented,2025-11-03
1755,222,70,CC-001755,Process,Medium,Proposed,2024-12-04
1756,38,18,CC-001756,Method,Low,Implemented,2024-12-08
1757,129,69,CC-001757,Process,Low,Implemented,2024-06-17
1758,64,4,CC-001758,Process,Medium,Approved,2024-05-22
1759,293,41,CC-001759,Supplier Site,Low,Approved,2025-04-10
1760,200,52,CC-001760,Method,Medium,Proposed,2024-03-12
1761,148,116,CC-001761,Specification,Low,Implemented,2025-06-01
1762,269,80,CC-001762,Process,Low,Rejected,2024-03-19
1763,119,66,CC-001763,Supplier Site,Low,Implemented,2024-04-16
1764,221,26,CC-001764,Specification,Low,Implemented,2025-08-24
1765,49,113,CC-001765,Specification,Medium,Approved,2024-10-29
1766,98,64,CC-001766,Specification,Low,Implemented,2025-10-14
1767,261,70,CC-001767,Method,Low,Implemented,2024-07-23
1768,286,109,CC-001768,Specification,Medium,Implemented,2025-06-01
1769,154,14,CC-001769,Process,Medium,Approved,2024-02-03
1770,132,16,CC-001770,Packaging,High,Approved,2026-04-01
1771,159,91,CC-001771,Storage,Medium,Approved,2024-01-19
1772,107,58,CC-001772,Storage,Medium,Implemented,2024-03-06
1773,21,42,CC-001773,Process,Medium,Implemented,2026-04-16
1774,288,71,CC-001774,Storage,Low,Implemented,2026-01-20
1775,217,69,CC-001775,Storage,Medium,Proposed,2024-09-02
1776,120,38,CC-001776,Method,Low,Implemented,2024-06-19
1777,249,66,CC-001777,Storage,Low,Proposed,2025-06-17
1778,126,103,CC-001778,Process,Low,Implemented,2025-03-25
1779,41,79,CC-001779,Storage,Low,Implemented,2025-01-19
1780,132,16,CC-001780,Storage,Medium,Implemented,2025-06-24
1781,49,51,CC-001781,Process,Low,Approved,2025-05-27
1782,252,1,CC-001782,Process,High,Implemented,2024-01-06
1783,102,92,CC-001783,Method,Low,Approved,2025-12-06
1784,171,45,CC-001784,Specification,Medium,Implemented,2025-08-30
1785,214,73,CC-001785,Process,Low,Implemented,2025-03-10
1786,82,56,CC-001786,Method,Low,Implemented,2026-01-04
1787,237,53,CC-001787,Process,High,Rejected,2024-10-16
1788,37,44,CC-001788,Method,Low,Proposed,2024-05-01
1789,172,115,CC-001789,Process,Low,Implemented,2025-03-26
1790,201,42,CC-001790,Process,High,Implemented,2025-10-03
1791,111,56,CC-001791,Packaging,Medium,Approved,2025-02-17
1792,115,69,CC-001792,Packaging,Low,Implemented,2024-08-29
1793,44,29,CC-001793,Method,Medium,Proposed,2026-04-03
1794,82,97,CC-001794,Specification,Low,Implemented,2024-02-11
1795,294,47,CC-001795,Packaging,Medium,Approved,2024-05-15
1796,292,107,CC-001796,Method,High,Implemented,2025-12-30
1797,95,61,CC-001797,Packaging,Low,Proposed,2024-04-13
1798,240,4,CC-001798,Specification,Low,Implemented,2024-09-03
1799,133,115,CC-001799,Supplier Site,High,Implemented,2025-12-25
1800,275,27,CC-001800,Method,High,Implemented,2024-03-25
1801,230,10,CC-001801,Method,Low,Approved,2024-12-16
1802,43,32,CC-001802,Supplier Site,Low,Implemented,2025-08-29
1803,243,61,CC-001803,Method,High,Implemented,2024-03-20
1804,143,112,CC-001804,Process,Medium,Approved,2024-06-17
1805,121,82,CC-001805,Packaging,High,Implemented,2025-09-21
1806,38,86,CC-001806,Storage,Low,Approved,2025-07-21
1807,123,16,CC-001807,Specification,High,Approved,2025-04-15
1808,16,111,CC-001808,Specification,Medium,Implemented,2024-06-08
1809,270,67,CC-001809,Specification,High,Rejected,2024-07-23
1810,64,4,CC-001810,Packaging,Medium,Approved,2025-07-20
1811,247,111,CC-001811,Process,High,Implemented,2024-09-14
1812,201,24,CC-001812,Storage,Medium,Implemented,2026-04-13
1813,169,41,CC-001813,Process,Low,Approved,2025-02-01
1814,12,58,CC-001814,Storage,Medium,Implemented,2024-03-17
1815,27,35,CC-001815,Specification,Medium,Proposed,2024-10-03
1816,139,76,CC-001816,Storage,Low,Implemented,2026-01-23
1817,7,36,CC-001817,Storage,Medium,Implemented,2025-08-10
1818,90,38,CC-001818,Supplier Site,Low,Implemented,2025-11-01
1819,217,74,CC-001819,Packaging,Medium,Implemented,2024-02-17
1820,46,48,CC-001820,Packaging,Low,Approved,2025-04-25
1821,3,64,CC-001821,Supplier Site,Medium,Implemented,2025-08-10
1822,286,103,CC-001822,Packaging,Medium,Implemented,2025-03-02
1823,106,35,CC-001823,Storage,Low,Implemented,2025-08-15
1824,199,11,CC-001824,Specification,Medium,Proposed,2024-10-21
1825,284,113,CC-001825,Method,Medium,Implemented,2025-06-21
1826,145,8,CC-001826,Packaging,High,Approved,2024-04-26
1827,221,86,CC-001827,Process,Medium,Implemented,2024-08-22
1828,197,48,CC-001828,Packaging,Low,Approved,2025-09-23
1829,96,64,CC-001829,Packaging,Medium,Implemented,2025-09-29
1830,214,75,CC-001830,Storage,Medium,Approved,2025-09-03
1831,261,90,CC-001831,Specification,Low,Implemented,2024-01-22
1832,115,101,CC-001832,Packaging,High,Implemented,2025-12-15
1833,116,62,CC-001833,Packaging,Medium,Implemented,2024-03-22
1834,166,97,CC-001834,Specification,Medium,Approved,2024-10-29
1835,138,78,CC-001835,Supplier Site,Low,Implemented,2024-06-05
1836,258,94,CC-001836,Storage,Low,Implemented,2025-05-26
1837,249,47,CC-001837,Packaging,Low,Implemented,2024-01-16
1838,121,56,CC-001838,Packaging,Medium,Approved,2024-12-25
1839,143,78,CC-001839,Storage,Low,Approved,2025-09-24
1840,256,69,CC-001840,Storage,Low,Implemented,2024-10-30
1841,158,37,CC-001841,Packaging,Medium,Implemented,2024-04-18
1842,137,94,CC-001842,Process,Medium,Proposed,2026-04-29
1843,18,42,CC-001843,Process,Medium,Implemented,2025-05-19
1844,119,54,CC-001844,Specification,Low,Implemented,2024-12-28
1845,133,45,CC-001845,Method,Low,Implemented,2024-05-20
1846,223,46,CC-001846,Storage,Medium,Implemented,2025-04-15
1847,39,14,CC-001847,Method,High,Rejected,2026-01-16
1848,117,15,CC-001848,Packaging,Medium,Implemented,2024-05-04
1849,49,104,CC-001849,Specification,Low,Implemented,2025-05-05
1850,238,9,CC-001850,Process,Medium,Implemented,2025-09-02
1851,114,89,CC-001851,Process,Medium,Approved,2024-08-27
1852,77,17,CC-001852,Storage,Medium,Implemented,2025-02-18
1853,67,11,CC-001853,Process,Low,Implemented,2024-10-19
1854,218,46,CC-001854,Storage,High,Implemented,2024-06-19
1855,292,40,CC-001855,Packaging,Low,Implemented,2024-07-20
1856,121,52,CC-001856,Process,Medium,Implemented,2026-02-25
1857,56,3,CC-001857,Supplier Site,Medium,Implemented,2026-03-25
1858,40,60,CC-001858,Packaging,Low,Implemented,2025-12-08
1859,263,30,CC-001859,Specification,High,Implemented,2025-10-21
1860,58,69,CC-001860,Storage,Medium,Implemented,2026-01-29
1861,199,15,CC-001861,Supplier Site,Low,Approved,2024-03-05
1862,241,116,CC-001862,Method,High,Implemented,2024-03-08
1863,180,88,CC-001863,Method,Low,Implemented,2025-12-07
1864,171,11,CC-001864,Storage,Low,Implemented,2025-03-08
1865,63,7,CC-001865,Method,Medium,Approved,2026-03-15
1866,161,77,CC-001866,Storage,Medium,Approved,2024-06-17
1867,247,108,CC-001867,Method,Medium,Approved,2024-06-13
1868,103,52,CC-001868,Supplier Site,Low,Approved,2025-09-13
1869,208,57,CC-001869,Storage,High,Implemented,2024-03-21
1870,206,8,CC-001870,Specification,Medium,Proposed,2025-03-05
1871,187,68,CC-001871,Supplier Site,Medium,Implemented,2024-08-06
1872,74,23,CC-001872,Specification,Low,Implemented,2025-10-21
1873,266,13,CC-001873,Supplier Site,Low,Rejected,2026-04-13
1874,26,74,CC-001874,Specification,Low,Approved,2024-07-01
1875,137,43,CC-001875,Storage,Low,Proposed,2026-01-06
1876,208,14,CC-001876,Packaging,Low,Proposed,2025-04-27
1877,69,33,CC-001877,Specification,High,Approved,2025-12-20
1878,103,120,CC-001878,Storage,Medium,Proposed,2025-01-01
1879,27,11,CC-001879,Process,Low,Proposed,2025-01-05
1880,275,83,CC-001880,Storage,Low,Implemented,2025-10-31
1881,90,97,CC-001881,Packaging,Medium,Implemented,2025-05-10
1882,149,100,CC-001882,Method,Medium,Implemented,2025-05-26
1883,196,62,CC-001883,Method,High,Implemented,2025-02-03
1884,255,73,CC-001884,Specification,Medium,Implemented,2025-06-15
1885,279,18,CC-001885,Packaging,High,Approved,2026-03-25
1886,233,64,CC-001886,Specification,Medium,Proposed,2024-07-12
1887,113,106,CC-001887,Method,Low,Implemented,2024-08-03
1888,63,31,CC-001888,Process,Low,Implemented,2025-01-20
1889,160,35,CC-001889,Process,Low,Implemented,2025-02-23
1890,103,76,CC-001890,Method,Medium,Implemented,2024-07-08
1891,57,101,CC-001891,Supplier Site,Medium,Implemented,2025-10-11
1892,251,51,CC-001892,Packaging,Low,Approved,2024-10-10
1893,240,99,CC-001893,Supplier Site,Medium,Implemented,2025-05-26
1894,73,13,CC-001894,Supplier Site,Medium,Implemented,2025-02-10
1895,300,31,CC-001895,Supplier Site,Medium,Implemented,2024-07-07
1896,97,108,CC-001896,Supplier Site,Low,Implemented,2026-01-08
1897,282,109,CC-001897,Packaging,Low,Proposed,2026-04-10
1898,14,53,CC-001898,Specification,Low,Proposed,2024-08-16
1899,280,98,CC-001899,Supplier Site,Low,Approved,2024-05-13
1900,249,77,CC-001900,Specification,High,Implemented,2025-05-14
1901,170,4,CC-001901,Method,Low,Approved,2025-08-16
1902,289,64,CC-001902,Specification,Low,Implemented,2026-03-08
1903,38,52,CC-001903,Supplier Site,Low,Implemented,2026-03-13
1904,90,118,CC-001904,Process,Medium,Proposed,2026-01-04
1905,259,47,CC-001905,Specification,High,Approved,2026-03-27
1906,242,101,CC-001906,Specification,Low,Approved,2026-01-09
1907,252,46,CC-001907,Process,Low,Implemented,2024-04-29
1908,10,5,CC-001908,Method,High,Implemented,2025-02-28
1909,285,4,CC-001909,Method,Medium,Approved,2026-04-26
1910,266,92,CC-001910,Method,Medium,Approved,2025-01-15
1911,134,20,CC-001911,Packaging,Medium,Rejected,2025-01-23
1912,88,51,CC-001912,Packaging,Low,Approved,2025-01-08
1913,37,86,CC-001913,Method,Medium,Approved,2024-05-14
1914,118,41,CC-001914,Process,Low,Rejected,2024-06-10
1915,231,28,CC-001915,Specification,Low,Approved,2024-03-24
1916,56,54,CC-001916,Storage,Low,Approved,2024-09-29
1917,240,30,CC-001917,Method,Low,Proposed,2024-12-01
1918,162,37,CC-001918,Method,Low,Implemented,2025-09-07
1919,289,35,CC-001919,Process,Medium,Implemented,2024-03-07
1920,231,42,CC-001920,Method,Low,Approved,2024-08-01
1921,184,24,CC-001921,Supplier Site,Medium,Implemented,2026-03-13
1922,278,97,CC-001922,Packaging,High,Approved,2024-03-04
1923,198,78,CC-001923,Storage,Low,Implemented,2024-11-26
1924,107,114,CC-001924,Storage,Medium,Proposed,2025-06-28
1925,268,60,CC-001925,Process,High,Implemented,2025-11-01
1926,149,18,CC-001926,Process,High,Proposed,2024-12-24
1927,195,2,CC-001927,Supplier Site,Low,Implemented,2025-03-21
1928,39,55,CC-001928,Specification,Low,Implemented,2026-01-15
1929,34,66,CC-001929,Process,Medium,Implemented,2025-01-19
1930,124,108,CC-001930,Packaging,Medium,Implemented,2024-08-22
1931,279,3,CC-001931,Storage,Low,Approved,2025-11-30
1932,31,72,CC-001932,Supplier Site,Low,Implemented,2024-02-06
1933,193,104,CC-001933,Method,Medium,Implemented,2025-02-05
1934,36,101,CC-001934,Process,Low,Implemented,2024-08-20
1935,211,55,CC-001935,Supplier Site,Low,Implemented,2024-12-09
1936,191,85,CC-001936,Specification,High,Approved,2025-06-30
1937,142,55,CC-001937,Packaging,High,Implemented,2024-07-02
1938,155,56,CC-001938,Process,Low,Implemented,2025-03-05
1939,189,86,CC-001939,Specification,Low,Approved,2025-10-23
1940,141,32,CC-001940,Storage,Medium,Implemented,2024-03-17
1941,90,37,CC-001941,Packaging,Medium,Approved,2026-04-13
1942,216,61,CC-001942,Specification,Low,Implemented,2025-08-21
1943,34,26,CC-001943,Storage,Low,Implemented,2025-02-16
1944,176,56,CC-001944,Packaging,Medium,Implemented,2024-03-22
1945,158,64,CC-001945,Packaging,Medium,Implemented,2025-08-22
1946,16,77,CC-001946,Storage,Low,Implemented,2025-07-11
1947,171,79,CC-001947,Specification,Medium,Approved,2026-03-10
1948,172,80,CC-001948,Supplier Site,Medium,Approved,2025-01-01
1949,44,23,CC-001949,Process,Low,Implemented,2025-06-12
1950,290,103,CC-001950,Specification,Medium,Approved,2025-05-06
1951,127,5,CC-001951,Supplier Site,High,Rejected,2025-04-17
1952,288,22,CC-001952,Storage,Low,Proposed,2024-08-19
1953,215,83,CC-001953,Process,High,Implemented,2025-06-30
1954,234,101,CC-001954,Storage,Medium,Implemented,2025-07-13
1955,69,53,CC-001955,Packaging,High,Approved,2024-11-17
1956,102,61,CC-001956,Packaging,Low,Approved,2025-09-01
1957,14,28,CC-001957,Supplier Site,Low,Approved,2024-02-07
1958,234,21,CC-001958,Specification,Medium,Implemented,2026-04-05
1959,183,19,CC-001959,Specification,Medium,Implemented,2024-04-13
1960,29,50,CC-001960,Supplier Site,Medium,Implemented,2024-09-23
1961,211,61,CC-001961,Supplier Site,Low,Implemented,2024-08-26
1962,218,120,CC-001962,Packaging,Medium,Approved,2024-04-14
1963,247,95,CC-001963,Method,Low,Implemented,2024-10-29
1964,96,95,CC-001964,Specification,Low,Implemented,2025-02-10
1965,10,88,CC-001965,Storage,Medium,Implemented,2024-01-29
1966,102,58,CC-001966,Specification,Medium,Approved,2025-11-28
1967,188,9,CC-001967,Process,Low,Implemented,2024-04-15
1968,84,84,CC-001968,Process,Low,Implemented,2025-05-14
1969,128,14,CC-001969,Specification,Medium,Approved,2025-08-30
1970,247,31,CC-001970,Method,Low,Implemented,2025-07-12
1971,119,40,CC-001971,Supplier Site,Medium,Approved,2025-12-21
1972,251,117,CC-001972,Specification,Low,Proposed,2024-05-29
1973,52,67,CC-001973,Specification,Medium,Implemented,2025-06-15
1974,228,118,CC-001974,Storage,Low,Implemented,2024-05-21
1975,240,105,CC-001975,Storage,High,Implemented,2025-11-06
1976,94,13,CC-001976,Storage,Low,Approved,2025-03-23
1977,296,102,CC-001977,Method,Medium,Implemented,2026-01-04
1978,216,64,CC-001978,Method,Medium,Implemented,2025-05-08
1979,150,10,CC-001979,Supplier Site,Low,Implemented,2024-12-10
1980,74,119,CC-001980,Method,Low,Implemented,2026-04-07
1981,166,22,CC-001981,Storage,Medium,Implemented,2025-02-03
1982,41,95,CC-001982,Method,Low,Implemented,2026-04-19
1983,3,88,CC-001983,Specification,Medium,Approved,2025-10-04
1984,15,59,CC-001984,Packaging,Low,Implemented,2025-09-18
1985,297,104,CC-001985,Storage,Medium,Implemented,2024-08-23
1986,55,37,CC-001986,Packaging,Medium,Approved,2024-09-27
1987,127,1,CC-001987,Packaging,Medium,Approved,2025-07-18
1988,121,97,CC-001988,Supplier Site,Low,Implemented,2025-09-02
1989,89,83,CC-001989,Storage,Medium,Implemented,2024-05-05
1990,9,23,CC-001990,Packaging,Medium,Implemented,2025-10-04
1991,135,108,CC-001991,Process,Medium,Implemented,2024-03-07
1992,128,72,CC-001992,Storage,Low,Implemented,2025-03-12
1993,14,44,CC-001993,Method,Medium,Proposed,2024-07-10
1994,98,61,CC-001994,Method,Low,Implemented,2024-12-27
1995,246,48,CC-001995,Specification,High,Implemented,2025-12-01
1996,69,109,CC-001996,Method,Medium,Implemented,2025-05-27
1997,297,117,CC-001997,Supplier Site,Medium,Implemented,2025-12-09
1998,298,12,CC-001998,Method,Low,Proposed,2024-06-09
1999,83,74,CC-001999,Specification,Low,Implemented,2026-01-15
2000,262,30,CC-002000,Packaging,Medium,Rejected,2025-07-10
2001,97,85,CC-002001,Method,Low,Implemented,2024-12-22
2002,42,62,CC-002002,Specification,Low,Implemented,2024-07-22
2003,298,52,CC-002003,Storage,Medium,Proposed,2025-12-08
2004,195,37,CC-002004,Process,Medium,Proposed,2025-11-26
2005,201,2,CC-002005,Packaging,Medium,Implemented,2025-09-26
2006,233,59,CC-002006,Storage,Medium,Implemented,2026-01-04
2007,166,107,CC-002007,Process,Medium,Implemented,2025-06-03
2008,231,87,CC-002008,Supplier Site,Low,Implemented,2024-12-14
2009,30,106,CC-002009,Packaging,Medium,Implemented,2025-06-25
2010,222,93,CC-002010,Packaging,Low,Implemented,2026-03-03
2011,147,18,CC-002011,Method,Low,Approved,2025-06-22
2012,148,69,CC-002012,Specification,Medium,Implemented,2026-02-08
2013,33,54,CC-002013,Supplier Site,Low,Implemented,2025-09-24
2014,25,81,CC-002014,Method,Medium,Approved,2024-02-06
2015,14,17,CC-002015,Method,Low,Implemented,2025-10-07
2016,15,86,CC-002016,Process,Low,Approved,2026-01-20
2017,277,2,CC-002017,Method,Low,Implemented,2024-01-13
2018,145,106,CC-002018,Supplier Site,Low,Proposed,2025-05-06
2019,267,19,CC-002019,Specification,Low,Implemented,2024-01-09
2020,86,25,CC-002020,Method,Medium,Implemented,2024-12-14
2021,135,18,CC-002021,Specification,Low,Implemented,2024-06-08
2022,94,4,CC-002022,Process,Medium,Approved,2025-04-29
2023,244,89,CC-002023,Packaging,High,Approved,2025-12-12
2024,89,90,CC-002024,Method,Medium,Implemented,2024-04-08
2025,226,73,CC-002025,Storage,High,Implemented,2025-08-15
2026,189,29,CC-002026,Process,Low,Implemented,2026-01-22
2027,297,45,CC-002027,Process,Low,Proposed,2025-08-01
2028,46,26,CC-002028,Method,High,Approved,2024-05-27
2029,205,36,CC-002029,Process,Medium,Implemented,2025-08-15
2030,19,100,CC-002030,Supplier Site,Low,Proposed,2024-04-17
2031,293,33,CC-002031,Storage,Low,Implemented,2025-08-29
2032,169,32,CC-002032,Storage,Low,Approved,2024-06-05
2033,250,96,CC-002033,Supplier Site,Medium,Approved,2025-02-16
2034,144,94,CC-002034,Storage,Low,Implemented,2024-10-25
2035,291,109,CC-002035,Method,Low,Approved,2026-01-22
2036,35,40,CC-002036,Specification,Low,Implemented,2024-02-20
2037,265,29,CC-002037,Specification,Medium,Approved,2024-02-23
2038,145,9,CC-002038,Storage,Medium,Implemented,2025-10-26
2039,207,50,CC-002039,Specification,Low,Implemented,2025-09-11
2040,23,97,CC-002040,Packaging,Medium,Implemented,2026-04-08
2041,180,53,CC-002041,Packaging,Low,Implemented,2025-12-26
2042,254,84,CC-002042,Packaging,High,Implemented,2025-01-14
2043,30,28,CC-002043,Process,Low,Implemented,2025-01-06
2044,75,30,CC-002044,Supplier Site,Medium,Approved,2024-07-25
2045,59,6,CC-002045,Process,High,Implemented,2025-07-09
2046,265,72,CC-002046,Supplier Site,Low,Implemented,2025-09-27
2047,51,83,CC-002047,Specification,Medium,Implemented,2025-10-20
2048,229,112,CC-002048,Process,Low,Proposed,2024-02-02
2049,254,118,CC-002049,Process,Low,Implemented,2024-03-10
2050,272,51,CC-002050,Method,Medium,Implemented,2024-12-11
2051,215,15,CC-002051,Packaging,Low,Proposed,2026-04-25
2052,96,85,CC-002052,Supplier Site,High,Implemented,2025-04-26
2053,230,40,CC-002053,Supplier Site,Medium,Implemented,2024-03-26
2054,283,77,CC-002054,Process,Low,Implemented,2025-07-22
2055,204,26,CC-002055,Supplier Site,Medium,Implemented,2025-06-24
2056,181,24,CC-002056,Process,Medium,Implemented,2024-11-27
2057,279,8,CC-002057,Process,Low,Implemented,2026-04-20
2058,288,111,CC-002058,Packaging,Low,Implemented,2026-03-28
2059,54,110,CC-002059,Method,Low,Implemented,2025-04-18
2060,45,99,CC-002060,Storage,Medium,Proposed,2025-02-20
2061,41,18,CC-002061,Method,Medium,Implemented,2026-03-01
2062,217,40,CC-002062,Supplier Site,Low,Proposed,2024-12-04
2063,281,115,CC-002063,Storage,Low,Implemented,2025-02-01
2064,242,72,CC-002064,Process,Low,Approved,2024-10-03
2065,108,7,CC-002065,Process,Medium,Implemented,2025-10-31
2066,255,97,CC-002066,Storage,Low,Implemented,2024-06-09
2067,206,72,CC-002067,Process,Medium,Approved,2025-01-01
2068,293,30,CC-002068,Storage,Low,Implemented,2025-08-08
2069,297,63,CC-002069,Process,Medium,Approved,2026-03-10
2070,46,10,CC-002070,Storage,Low,Implemented,2025-11-18
2071,273,4,CC-002071,Specification,Low,Implemented,2024-10-18
2072,78,3,CC-002072,Process,Medium,Approved,2025-05-05
2073,65,57,CC-002073,Specification,High,Implemented,2025-11-26
2074,233,48,CC-002074,Method,Medium,Proposed,2025-07-21
2075,116,3,CC-002075,Specification,High,Implemented,2025-07-04
2076,151,29,CC-002076,Storage,Medium,Implemented,2024-06-24
2077,198,9,CC-002077,Supplier Site,Low,Implemented,2024-06-02
2078,235,70,CC-002078,Specification,Medium,Proposed,2025-09-15
2079,275,49,CC-002079,Packaging,High,Approved,2024-04-11
2080,279,66,CC-002080,Packaging,Low,Proposed,2024-08-20
2081,295,19,CC-002081,Specification,Low,Implemented,2026-02-20
2082,35,93,CC-002082,Specification,Medium,Implemented,2025-05-04
2083,118,112,CC-002083,Specification,Low,Proposed,2025-08-15
2084,151,111,CC-002084,Storage,Medium,Implemented,2024-03-27
2085,107,90,CC-002085,Specification,Medium,Implemented,2025-06-08
2086,218,83,CC-002086,Method,Medium,Implemented,2024-10-30
2087,177,82,CC-002087,Storage,Low,Approved,2024-10-20
2088,207,86,CC-002088,Process,Low,Approved,2024-10-12
2089,235,81,CC-002089,Method,Medium,Implemented,2025-08-02
2090,275,68,CC-002090,Storage,Medium,Implemented,2026-03-10
2091,242,49,CC-002091,Process,Medium,Implemented,2024-12-11
2092,242,39,CC-002092,Storage,Low,Implemented,2025-07-17
2093,230,44,CC-002093,Specification,Low,Implemented,2024-01-24
2094,82,35,CC-002094,Packaging,Low,Implemented,2026-01-01
2095,11,9,CC-002095,Specification,Medium,Implemented,2025-03-25
2096,168,76,CC-002096,Supplier Site,High,Implemented,2026-01-07
2097,67,88,CC-002097,Method,Medium,Implemented,2025-07-16
2098,2,91,CC-002098,Supplier Site,Medium,Rejected,2026-02-28
2099,14,61,CC-002099,Storage,Low,Approved,2025-11-01
2100,183,115,CC-002100,Specification,Low,Implemented,2026-02-02
2101,175,55,CC-002101,Method,Low,Implemented,2026-03-24
2102,13,72,CC-002102,Specification,High,Implemented,2026-02-02
2103,242,59,CC-002103,Process,Low,Implemented,2024-12-14
2104,245,98,CC-002104,Specification,Low,Rejected,2024-12-27
2105,80,23,CC-002105,Specification,High,Implemented,2025-08-16
2106,230,54,CC-002106,Storage,Medium,Implemented,2025-01-30
2107,117,117,CC-002107,Packaging,Low,Implemented,2024-06-08
2108,31,50,CC-002108,Process,Low,Implemented,2025-09-30
2109,10,120,CC-002109,Method,High,Implemented,2025-07-25
2110,222,51,CC-002110,Storage,Low,Implemented,2025-08-13
2111,248,10,CC-002111,Packaging,Medium,Approved,2026-01-21
2112,53,109,CC-002112,Process,Low,Rejected,2025-12-15
2113,106,28,CC-002113,Supplier Site,Low,Approved,2025-03-14
2114,40,18,CC-002114,Specification,Medium,Implemented,2024-07-02
2115,230,79,CC-002115,Specification,Low,Implemented,2025-02-22
2116,57,81,CC-002116,Storage,Medium,Implemented,2025-03-12
2117,264,9,CC-002117,Method,Low,Implemented,2026-03-20
2118,57,106,CC-002118,Specification,Low,Proposed,2025-10-01
2119,250,115,CC-002119,Process,Medium,Approved,2024-05-28
2120,142,98,CC-002120,Storage,Medium,Implemented,2024-10-09
2121,281,59,CC-002121,Packaging,High,Approved,2024-07-04
2122,25,14,CC-002122,Specification,Low,Implemented,2026-03-28
2123,168,82,CC-002123,Process,Medium,Implemented,2025-03-29
2124,129,36,CC-002124,Method,Low,Implemented,2024-01-18
2125,183,16,CC-002125,Process,Low,Proposed,2025-04-24
2126,274,37,CC-002126,Storage,Low,Approved,2025-08-31
2127,231,10,CC-002127,Method,Low,Approved,2024-06-07
2128,60,64,CC-002128,Specification,Low,Implemented,2025-04-30
2129,222,56,CC-002129,Specification,Medium,Implemented,2024-03-19
2130,150,70,CC-002130,Method,Low,Implemented,2025-11-05
2131,215,114,CC-002131,Process,Low,Implemented,2024-07-10
2132,48,100,CC-002132,Process,High,Implemented,2025-10-05
2133,32,82,CC-002133,Specification,High,Approved,2024-11-17
2134,189,42,CC-002134,Method,Low,Implemented,2024-02-16
2135,205,113,CC-002135,Packaging,High,Proposed,2024-02-19
2136,75,84,CC-002136,Method,High,Implemented,2025-04-19
2137,99,49,CC-002137,Supplier Site,Medium,Implemented,2024-10-01
2138,257,107,CC-002138,Packaging,Medium,Implemented,2025-02-21
2139,243,20,CC-002139,Method,Medium,Proposed,2025-05-28
2140,241,31,CC-002140,Process,Medium,Implemented,2025-06-23
2141,97,15,CC-002141,Packaging,Low,Implemented,2025-05-21
2142,221,53,CC-002142,Storage,Low,Approved,2026-04-25
2143,50,14,CC-002143,Specification,Medium,Implemented,2025-09-02
2144,171,91,CC-002144,Specification,Low,Implemented,2026-01-24
2145,82,104,CC-002145,Process,Low,Implemented,2024-03-04
2146,45,80,CC-002146,Specification,Medium,Implemented,2025-01-06
2147,184,79,CC-002147,Supplier Site,Medium,Implemented,2025-05-02
2148,173,69,CC-002148,Storage,Medium,Proposed,2025-09-02
2149,275,54,CC-002149,Specification,Low,Implemented,2025-08-14
2150,46,10,CC-002150,Storage,Low,Implemented,2024-05-19
2151,154,84,CC-002151,Packaging,Low,Implemented,2025-06-09
2152,24,117,CC-002152,Method,Medium,Proposed,2024-09-18
2153,272,117,CC-002153,Specification,Low,Approved,2024-09-01
2154,44,83,CC-002154,Method,Low,Approved,2024-08-07
2155,65,51,CC-002155,Storage,Medium,Approved,2025-01-31
2156,187,87,CC-002156,Packaging,Medium,Rejected,2024-12-02
2157,91,45,CC-002157,Method,Low,Proposed,2025-12-09
2158,185,23,CC-002158,Specification,High,Rejected,2024-08-30
2159,286,36,CC-002159,Storage,Low,Approved,2024-12-16
2160,287,66,CC-002160,Packaging,Medium,Proposed,2024-12-30
2161,267,53,CC-002161,Supplier Site,Low,Implemented,2025-07-09
2162,29,113,CC-002162,Specification,Low,Implemented,2024-09-16
2163,83,9,CC-002163,Method,Low,Proposed,2025-07-29
2164,280,63,CC-002164,Method,Medium,Implemented,2024-10-18
2165,235,79,CC-002165,Packaging,Low,Rejected,2024-12-13
2166,16,30,CC-002166,Specification,Low,Approved,2024-08-06
2167,143,37,CC-002167,Method,Low,Implemented,2024-10-20
2168,217,101,CC-002168,Supplier Site,Low,Implemented,2024-08-26
2169,43,53,CC-002169,Process,Low,Implemented,2025-02-22
2170,230,87,CC-002170,Packaging,Medium,Implemented,2025-01-10
2171,73,10,CC-002171,Storage,High,Implemented,2025-03-02
2172,18,57,CC-002172,Process,Low,Implemented,2026-01-19
2173,221,10,CC-002173,Process,Medium,Approved,2025-04-07
2174,212,24,CC-002174,Packaging,High,Implemented,2025-02-20
2175,143,81,CC-002175,Supplier Site,Low,Implemented,2024-12-10
2176,204,84,CC-002176,Packaging,Low,Implemented,2025-06-22
2177,101,109,CC-002177,Process,Medium,Implemented,2024-11-04
2178,130,35,CC-002178,Process,Low,Proposed,2026-02-21
2179,272,109,CC-002179,Method,Medium,Implemented,2024-10-02
2180,114,53,CC-002180,Specification,High,Approved,2024-05-14
2181,53,31,CC-002181,Supplier Site,High,Implemented,2024-05-15
2182,154,43,CC-002182,Storage,Medium,Implemented,2024-12-31
2183,13,52,CC-002183,Specification,Low,Implemented,2025-06-13
