investigation_id,test_id,investigation_number,opened_date,severity,root_cause,status,eqms_record_id,closed_date
303,43759,INV-0000303,2024-03-19,Major,Analytical Method,Closed,EQMS-7457733,2024-04-24
304,84268,INV-0000304,2024-08-19,Major,Equipment,Closed,EQMS-8805738,2024-10-04
305,85521,INV-0000305,2025-12-22,Major,Equipment,Open,EQMS-5035720,
306,80058,INV-0000306,2025-05-02,Major,Supplier,Closed,EQMS-3803145,2025-06-01
307,88212,INV-0000307,2024-10-10,Major,Sample Handling,Closed,EQMS-3568742,2024-10-27
308,44874,INV-0000308,2024-09-16,Major,Supplier,Closed,EQMS-4252820,2024-11-17
309,118711,INV-0000309,2025-07-12,Minor,Operator,Closed,EQMS-4402874,2025-08-06
310,68670,INV-0000310,2025-10-05,Minor,Sample Handling,Closed,EQMS-9273356,2025-12-09
311,116007,INV-0000311,2024-04-06,Major,Analytical Method,In Progress,EQMS-7015500,
312,94936,INV-0000312,2024-04-30,Minor,Analytical Method,Closed,EQMS-9152826,2024-06-16
313,84268,INV-0000313,2026-01-10,Minor,Equipment,Closed,EQMS-3703135,2026-02-02
314,112484,INV-0000314,2025-01-24,Minor,Unknown,Closed,EQMS-5516084,2025-03-15
315,69507,INV-0000315,2024-12-12,Minor,Supplier,In Progress,EQMS-4519913,
316,82525,INV-0000316,2024-11-17,Major,Specification,Open,EQMS-6774985,
317,91901,INV-0000317,2024-04-28,Minor,Sample Handling,Closed,EQMS-5043330,2024-05-20
318,53115,INV-0000318,2024-04-20,Minor,Operator,Closed,EQMS-6809685,2024-04-29
319,94210,INV-0000319,2025-05-27,Minor,Unknown,In Progress,EQMS-8197165,
320,74960,INV-0000320,2025-01-16,Minor,Analytical Method,Closed,EQMS-7920690,2025-02-18
321,105273,INV-0000321,2024-05-09,Minor,Operator,Closed,EQMS-2781085,2024-07-13
322,30087,INV-0000322,2025-06-05,Minor,Sample Handling,Closed,EQMS-1499943,2025-08-31
323,26691,INV-0000323,2024-03-22,Critical,Unknown,Closed,EQMS-1706387,2024-05-07
324,22136,INV-0000324,2025-11-02,Minor,Specification,In Progress,EQMS-1041436,
325,65234,INV-0000325,2024-04-04,Major,Supplier,In Progress,EQMS-1388327,
326,99317,INV-0000326,2024-04-24,Major,Equipment,Closed,EQMS-8529666,2024-06-16
327,74337,INV-0000327,2024-04-21,Major,Supplier,Closed,EQMS-7097892,2024-04-29
328,110361,INV-0000328,2025-05-02,Major,Analytical Method,In Progress,EQMS-3887609,
329,95034,INV-0000329,2024-08-27,Critical,Unknown,Closed,EQMS-9995710,2024-11-01
330,107043,INV-0000330,2025-06-14,Major,Unknown,In Progress,EQMS-3735459,
331,87111,INV-0000331,2024-03-31,Major,Unknown,Closed,EQMS-0353486,2024-05-13
332,32348,INV-0000332,2024-07-07,Minor,Specification,In Progress,EQMS-8328913,
333,78613,INV-0000333,2024-03-25,Minor,Sample Handling,Open,EQMS-1863166,
334,98135,INV-0000334,2024-06-19,Major,Equipment,Closed,EQMS-1261812,2024-06-28
335,35969,INV-0000335,2024-09-30,Major,Sample Handling,In Progress,EQMS-6067352,
336,30140,INV-0000336,2026-01-06,Minor,Specification,Closed,EQMS-6569464,2026-01-15
337,92835,INV-0000337,2024-11-19,Minor,Supplier,Open,EQMS-0666007,
338,44395,INV-0000338,2024-03-27,Major,Operator,Closed,EQMS-0436384,2024-05-18
339,68666,INV-0000339,2025-06-08,Minor,Sample Handling,Closed,EQMS-2395746,2025-06-30
340,93422,INV-0000340,2025-07-08,Minor,Sample Handling,In Progress,EQMS-5894981,
341,75362,INV-0000341,2025-10-06,Critical,Equipment,Closed,EQMS-5995915,2025-10-15
342,106154,INV-0000342,2024-07-13,Major,Sample Handling,In Progress,EQMS-1969680,
343,115097,INV-0000343,2024-06-19,Major,Specification,Open,EQMS-9048802,
344,20215,INV-0000344,2025-10-01,Major,Sample Handling,Closed,EQMS-7227304,2025-11-09
345,37086,INV-0000345,2025-03-13,Minor,Supplier,Closed,EQMS-4498368,2025-05-18
346,102364,INV-0000346,2024-03-02,Minor,Sample Handling,Closed,EQMS-1344640,2024-04-17
347,76422,INV-0000347,2024-08-16,Minor,Unknown,Closed,EQMS-7735351,2024-10-12
348,7903,INV-0000348,2024-04-19,Major,Unknown,Closed,EQMS-9054146,2024-06-26
349,98880,INV-0000349,2025-10-29,Critical,Operator,Closed,EQMS-0083142,2026-01-04
350,108010,INV-0000350,2025-09-06,Minor,Unknown,Closed,EQMS-7911748,2025-09-27
351,80451,INV-0000351,2025-02-23,Minor,Specification,Open,EQMS-6400371,
352,51455,INV-0000352,2025-07-03,Minor,Analytical Method,Closed,EQMS-7183271,2025-08-09
353,28891,INV-0000353,2025-02-13,Major,Unknown,Closed,EQMS-0613636,2025-04-05
354,6557,INV-0000354,2024-10-28,Minor,Operator,Closed,EQMS-3838974,2024-11-16
355,43867,INV-0000355,2025-10-17,Critical,Analytical Method,In Progress,EQMS-9657950,
356,51658,INV-0000356,2024-04-16,Minor,Supplier,In Progress,EQMS-3048739,
357,7509,INV-0000357,2024-09-15,Minor,Specification,Closed,EQMS-8208260,2024-10-08
358,30613,INV-0000358,2025-10-31,Minor,Operator,Closed,EQMS-0259785,2025-12-09
359,58427,INV-0000359,2025-08-28,Minor,Specification,Closed,EQMS-9635639,2025-10-16
360,58233,INV-0000360,2026-02-24,Minor,Analytical Method,In Progress,EQMS-9594346,
361,82273,INV-0000361,2025-12-22,Minor,Unknown,Closed,EQMS-6561722,2026-01-23
362,69352,INV-0000362,2024-04-12,Major,Unknown,In Progress,EQMS-5798071,
363,107700,INV-0000363,2025-03-02,Critical,Specification,Closed,EQMS-1372979,2025-05-28
364,15535,INV-0000364,2025-08-01,Major,Unknown,Closed,EQMS-6593394,2025-08-11
365,8605,INV-0000365,2026-02-05,Minor,Analytical Method,Closed,EQMS-8763418,2026-04-06
366,36031,INV-0000366,2024-06-29,Minor,Equipment,Closed,EQMS-3522278,2024-07-31
367,1067,INV-0000367,2024-03-07,Major,Unknown,Closed,EQMS-6932653,2024-05-02
368,112965,INV-0000368,2024-03-03,Minor,Equipment,Closed,EQMS-2917560,2024-04-09
369,73076,INV-0000369,2025-07-13,Major,Specification,Open,EQMS-4973355,
370,82810,INV-0000370,2025-08-24,Minor,Supplier,Closed,EQMS-1668447,2025-10-20
371,34168,INV-0000371,2024-08-31,Minor,Specification,Closed,EQMS-5212772,2024-11-02
372,31035,INV-0000372,2024-10-21,Critical,Sample Handling,Closed,EQMS-4206117,2025-01-14
373,11985,INV-0000373,2025-07-20,Minor,Operator,In Progress,EQMS-6541646,
374,17762,INV-0000374,2025-02-17,Minor,Operator,Closed,EQMS-0358564,2025-03-21
375,28853,INV-0000375,2024-10-26,Minor,Analytical Method,In Progress,EQMS-3783529,
376,61250,INV-0000376,2024-06-30,Critical,Specification,Closed,EQMS-3566606,2024-08-12
377,35862,INV-0000377,2025-01-20,Major,Analytical Method,Closed,EQMS-8661513,2025-02-10
378,88345,INV-0000378,2025-08-01,Major,Analytical Method,Open,EQMS-6024857,
379,63583,INV-0000379,2026-03-09,Minor,Specification,Closed,EQMS-0652740,2026-04-12
380,3241,INV-0000380,2025-08-12,Critical,Operator,Open,EQMS-5393586,
381,55923,INV-0000381,2024-07-30,Major,Equipment,Closed,EQMS-2559960,2024-08-16
382,93109,INV-0000382,2024-11-06,Minor,Equipment,Closed,EQMS-5947971,2024-12-06
383,61308,INV-0000383,2025-12-02,Major,Equipment,Closed,EQMS-7276777,2025-12-20
384,64269,INV-0000384,2026-02-22,Major,Operator,Closed,EQMS-6729504,2026-05-08
385,119637,INV-0000385,2025-11-19,Minor,Analytical Method,Open,EQMS-9999687,
386,43170,INV-0000386,2024-01-24,Minor,Equipment,Closed,EQMS-8886403,2024-02-23
387,14395,INV-0000387,2025-10-19,Minor,Sample Handling,Closed,EQMS-7472500,2025-11-25
388,39126,INV-0000388,2024-11-09,Critical,Specification,Closed,EQMS-4915041,2025-01-21
389,5396,INV-0000389,2024-06-12,Minor,Supplier,Closed,EQMS-5864284,2024-08-22
390,71965,INV-0000390,2024-08-30,Minor,Unknown,Closed,EQMS-9552338,2024-11-27
391,88528,INV-0000391,2024-12-20,Major,Equipment,Closed,EQMS-1948715,2025-01-19
392,63824,INV-0000392,2025-01-01,Critical,Sample Handling,In Progress,EQMS-9474654,
393,4259,INV-0000393,2025-07-27,Minor,Unknown,Closed,EQMS-9306758,2025-08-31
394,111935,INV-0000394,2025-01-11,Minor,Specification,Closed,EQMS-9300367,2025-02-09
395,34170,INV-0000395,2024-07-14,Minor,Unknown,Closed,EQMS-8258866,2024-09-18
396,78256,INV-0000396,2024-12-26,Major,Analytical Method,Closed,EQMS-4188222,2025-01-15
397,18115,INV-0000397,2025-06-30,Major,Operator,Closed,EQMS-7856790,2025-09-09
398,10682,INV-0000398,2024-06-14,Minor,Supplier,Closed,EQMS-4971240,2024-07-18
399,98323,INV-0000399,2025-10-15,Minor,Unknown,Closed,EQMS-6560907,2026-01-02
400,118981,INV-0000400,2025-09-01,Minor,Analytical Method,Closed,EQMS-1179023,2025-10-24
401,63192,INV-0000401,2026-01-09,Major,Sample Handling,Closed,EQMS-4194248,2026-02-07
402,117054,INV-0000402,2024-11-13,Minor,Specification,In Progress,EQMS-2712022,
403,89173,INV-0000403,2025-07-17,Minor,Specification,Closed,EQMS-7438366,2025-10-03
404,66524,INV-0000404,2025-01-17,Minor,Unknown,Open,EQMS-9784330,
405,10701,INV-0000405,2025-08-01,Critical,Analytical Method,In Progress,EQMS-3171415,
406,51927,INV-0000406,2025-03-22,Minor,Specification,Closed,EQMS-4712461,2025-05-28
407,24750,INV-0000407,2025-04-24,Minor,Unknown,In Progress,EQMS-0036978,
408,82849,INV-0000408,2025-07-14,Minor,Equipment,Closed,EQMS-4981938,2025-08-03
409,31743,INV-0000409,2026-03-25,Major,Specification,Closed,EQMS-9282309,2026-04-03
410,101970,INV-0000410,2025-07-05,Critical,Unknown,In Progress,EQMS-5540292,
411,11827,INV-0000411,2025-02-14,Major,Equipment,Closed,EQMS-2649374,2025-04-10
412,84942,INV-0000412,2025-03-17,Minor,Operator,Closed,EQMS-0136807,2025-06-09
413,9674,INV-0000413,2024-04-10,Minor,Analytical Method,Closed,EQMS-6219099,2024-04-21
414,67435,INV-0000414,2025-04-27,Major,Unknown,Open,EQMS-1255338,
415,99934,INV-0000415,2025-06-23,Major,Equipment,Closed,EQMS-1553242,2025-07-24
416,112906,INV-0000416,2025-07-07,Critical,Specification,Closed,EQMS-0743525,2025-09-08
417,3110,INV-0000417,2026-01-16,Minor,Operator,Closed,EQMS-4144689,2026-02-18
418,21656,INV-0000418,2025-10-11,Major,Supplier,Closed,EQMS-6335925,2025-12-30
419,70156,INV-0000419,2025-08-29,Major,Supplier,Closed,EQMS-8385352,2025-10-11
420,91925,INV-0000420,2025-09-05,Major,Analytical Method,Closed,EQMS-4856484,2025-11-24
421,100321,INV-0000421,2024-01-02,Major,Analytical Method,In Progress,EQMS-8357086,
422,107023,INV-0000422,2024-03-31,Major,Analytical Method,In Progress,EQMS-6423006,
423,55347,INV-0000423,2025-06-05,Minor,Equipment,Closed,EQMS-9831551,2025-07-24
424,72645,INV-0000424,2024-10-20,Major,Sample Handling,Closed,EQMS-3016911,2024-12-01
425,42326,INV-0000425,2024-02-04,Minor,Sample Handling,Closed,EQMS-3124667,2024-02-28
426,105198,INV-0000426,2025-09-04,Minor,Specification,Closed,EQMS-3103287,2025-09-16
427,33165,INV-0000427,2024-02-28,Minor,Specification,Open,EQMS-2502653,
428,72893,INV-0000428,2024-08-08,Major,Supplier,In Progress,EQMS-8786606,
429,17207,INV-0000429,2025-04-10,Minor,Analytical Method,In Progress,EQMS-4018648,
430,115378,INV-0000430,2024-01-03,Minor,Equipment,Closed,EQMS-3144509,2024-01-26
431,2751,INV-0000431,2025-09-13,Critical,Specification,Closed,EQMS-7733239,2025-10-11
432,112524,INV-0000432,2024-02-27,Major,Equipment,Open,EQMS-0033884,
433,98057,INV-0000433,2024-10-14,Minor,Supplier,Closed,EQMS-9257810,2024-10-25
434,20361,INV-0000434,2024-05-12,Minor,Supplier,In Progress,EQMS-2844277,
435,11065,INV-0000435,2025-05-24,Critical,Sample Handling,Closed,EQMS-6181137,2025-07-30
436,14064,INV-0000436,2024-05-02,Minor,Unknown,Closed,EQMS-7298095,2024-06-05
437,22715,INV-0000437,2024-01-14,Major,Equipment,Closed,EQMS-4971363,2024-02-14
438,95536,INV-0000438,2025-01-22,Major,Supplier,Closed,EQMS-5378655,2025-03-10
439,55730,INV-0000439,2024-11-23,Minor,Specification,Closed,EQMS-3645493,2025-01-15
440,106499,INV-0000440,2025-03-24,Minor,Analytical Method,Closed,EQMS-4998063,2025-05-30
441,75531,INV-0000441,2024-01-19,Major,Analytical Method,Closed,EQMS-3502618,2024-02-05
442,37937,INV-0000442,2025-02-08,Major,Specification,Closed,EQMS-5080489,2025-04-01
443,23930,INV-0000443,2025-06-10,Major,Equipment,Closed,EQMS-4456610,2025-08-15
444,75664,INV-0000444,2025-05-09,Major,Unknown,Closed,EQMS-3965895,2025-07-08
445,67218,INV-0000445,2024-06-30,Critical,Supplier,Closed,EQMS-2345007,2024-09-05
446,11347,INV-0000446,2024-02-28,Minor,Supplier,Open,EQMS-0746886,
447,118312,INV-0000447,2024-07-31,Minor,Analytical Method,Closed,EQMS-5634931,2024-08-10
448,36917,INV-0000448,2026-01-27,Major,Unknown,Closed,EQMS-0082575,2026-02-26
449,61907,INV-0000449,2025-11-07,Major,Specification,Closed,EQMS-3433044,2026-02-02
450,41319,INV-0000450,2025-04-11,Minor,Sample Handling,Closed,EQMS-1602644,2025-05-27
451,29169,INV-0000451,2025-09-12,Minor,Supplier,Closed,EQMS-2745134,2025-11-19
452,72358,INV-0000452,2024-03-13,Major,Specification,In Progress,EQMS-9293603,
453,40895,INV-0000453,2024-04-07,Minor,Analytical Method,Closed,EQMS-4874544,2024-05-21
454,97921,INV-0000454,2025-05-27,Minor,Sample Handling,In Progress,EQMS-8261591,
455,43764,INV-0000455,2024-08-15,Major,Equipment,Closed,EQMS-3113121,2024-08-30
456,89192,INV-0000456,2024-06-29,Critical,Unknown,Closed,EQMS-1526119,2024-09-18
457,96501,INV-0000457,2025-12-27,Critical,Equipment,In Progress,EQMS-9223567,
458,18301,INV-0000458,2026-01-03,Minor,Supplier,Closed,EQMS-1705184,2026-02-28
459,11381,INV-0000459,2025-06-16,Minor,Equipment,Closed,EQMS-7332983,2025-07-13
460,6182,INV-0000460,2024-02-24,Critical,Equipment,In Progress,EQMS-5852869,
461,75860,INV-0000461,2024-02-01,Major,Unknown,Open,EQMS-5650305,
462,93994,INV-0000462,2025-09-23,Minor,Equipment,In Progress,EQMS-6628443,
463,87103,INV-0000463,2024-07-08,Minor,Sample Handling,In Progress,EQMS-9293071,
464,23915,INV-0000464,2025-12-05,Major,Unknown,Closed,EQMS-2422165,2026-01-23
465,107587,INV-0000465,2024-01-01,Minor,Analytical Method,Closed,EQMS-0667039,2024-03-27
466,83414,INV-0000466,2025-01-24,Major,Unknown,Closed,EQMS-6288808,2025-02-23
467,18388,INV-0000467,2024-06-01,Critical,Unknown,Closed,EQMS-6190949,2024-08-13
468,81697,INV-0000468,2025-08-08,Major,Unknown,Closed,EQMS-7933100,2025-11-03
469,82909,INV-0000469,2026-02-06,Major,Specification,Closed,EQMS-4826221,2026-04-09
470,23112,INV-0000470,2025-09-30,Minor,Operator,Closed,EQMS-9140991,2025-11-19
471,6321,INV-0000471,2025-04-03,Minor,Supplier,Closed,EQMS-4947629,2025-06-17
472,8553,INV-0000472,2024-05-26,Minor,Unknown,Closed,EQMS-9712452,2024-08-05
473,119962,INV-0000473,2025-09-10,Minor,Equipment,Closed,EQMS-6895542,2025-11-28
474,15470,INV-0000474,2024-03-31,Minor,Supplier,Closed,EQMS-8763177,2024-06-03
475,52101,INV-0000475,2025-05-30,Minor,Sample Handling,Closed,EQMS-5434676,2025-06-28
476,23444,INV-0000476,2024-09-07,Minor,Equipment,Closed,EQMS-3893224,2024-11-05
477,46493,INV-0000477,2025-01-05,Minor,Operator,In Progress,EQMS-5937928,
478,43464,INV-0000478,2025-05-20,Minor,Specification,Closed,EQMS-4407221,2025-07-05
479,87995,INV-0000479,2025-11-03,Critical,Unknown,Closed,EQMS-2783930,2025-12-08
480,18519,INV-0000480,2025-03-01,Minor,Supplier,Closed,EQMS-5044100,2025-05-15
481,94862,INV-0000481,2024-09-17,Major,Equipment,Closed,EQMS-0808242,2024-09-22
482,78002,INV-0000482,2024-01-02,Minor,Unknown,Open,EQMS-4391208,
483,37226,INV-0000483,2024-08-13,Major,Unknown,Closed,EQMS-6594888,2024-11-05
484,74730,INV-0000484,2025-08-18,Minor,Specification,Open,EQMS-2891559,
485,100582,INV-0000485,2024-04-09,Minor,Operator,Closed,EQMS-4348044,2024-06-01
486,33499,INV-0000486,2026-01-13,Major,Analytical Method,Closed,EQMS-1796519,2026-03-07
487,79712,INV-0000487,2026-03-22,Minor,Sample Handling,Closed,EQMS-4633722,2026-06-08
488,115103,INV-0000488,2024-10-21,Major,Equipment,Closed,EQMS-2074476,2024-11-06
489,79227,INV-0000489,2024-04-01,Minor,Supplier,In Progress,EQMS-2012720,
490,19107,INV-0000490,2024-05-14,Critical,Unknown,Open,EQMS-1986183,
491,27750,INV-0000491,2025-01-12,Minor,Unknown,Closed,EQMS-9833238,2025-04-05
492,118825,INV-0000492,2025-05-29,Major,Analytical Method,Closed,EQMS-6415469,2025-06-08
493,24528,INV-0000493,2025-09-19,Major,Analytical Method,Closed,EQMS-8229803,2025-11-21
494,57449,INV-0000494,2024-10-13,Major,Supplier,Open,EQMS-2811297,
495,80888,INV-0000495,2024-01-08,Minor,Unknown,Open,EQMS-2556466,
496,11036,INV-0000496,2025-04-09,Major,Analytical Method,Closed,EQMS-8432106,2025-05-13
497,20800,INV-0000497,2025-08-25,Major,Analytical Method,Closed,EQMS-7419435,2025-10-02
498,91524,INV-0000498,2025-08-27,Minor,Analytical Method,Closed,EQMS-9720580,2025-10-17
499,101998,INV-0000499,2024-11-10,Minor,Operator,Closed,EQMS-3426403,2024-12-18
500,104489,INV-0000500,2024-06-24,Minor,Specification,In Progress,EQMS-2166956,
501,39061,INV-0000501,2026-02-28,Minor,Unknown,In Progress,EQMS-5880161,
502,63207,INV-0000502,2024-04-07,Major,Unknown,Closed,EQMS-2474741,2024-05-09
503,106740,INV-0000503,2024-02-08,Major,Unknown,Closed,EQMS-0411323,2024-03-04
504,57616,INV-0000504,2026-02-14,Major,Specification,In Progress,EQMS-9433425,
505,33496,INV-0000505,2024-09-23,Minor,Specification,Closed,EQMS-0236768,2024-10-18
506,1368,INV-0000506,2025-07-07,Major,Equipment,Closed,EQMS-1460939,2025-09-03
507,102870,INV-0000507,2025-12-29,Critical,Specification,Open,EQMS-8354590,
508,98417,INV-0000508,2026-02-21,Major,Sample Handling,In Progress,EQMS-8088229,
509,22108,INV-0000509,2024-10-20,Major,Unknown,Closed,EQMS-3776366,2024-10-31
510,79240,INV-0000510,2024-01-31,Minor,Specification,Closed,EQMS-4032821,2024-04-04
511,68430,INV-0000511,2026-02-11,Major,Specification,Open,EQMS-2154264,
512,30266,INV-0000512,2025-06-26,Minor,Specification,Closed,EQMS-2912405,2025-07-14
513,69432,INV-0000513,2024-04-15,Minor,Unknown,Closed,EQMS-4710960,2024-05-20
514,81894,INV-0000514,2025-08-25,Critical,Specification,Closed,EQMS-0810630,2025-09-09
515,118454,INV-0000515,2025-06-06,Critical,Sample Handling,In Progress,EQMS-5813032,
516,1222,INV-0000516,2025-02-20,Minor,Specification,In Progress,EQMS-0583928,
517,20999,INV-0000517,2025-06-18,Minor,Unknown,Closed,EQMS-5161469,2025-07-10
518,65296,INV-0000518,2025-02-10,Minor,Specification,Closed,EQMS-5384816,2025-03-26
519,12049,INV-0000519,2025-11-19,Minor,Analytical Method,Open,EQMS-1605904,
520,41312,INV-0000520,2025-12-09,Major,Analytical Method,Closed,EQMS-4673613,2025-12-15
521,80804,INV-0000521,2026-03-29,Minor,Analytical Method,Closed,EQMS-1151345,2026-04-12
522,61748,INV-0000522,2024-05-25,Minor,Analytical Method,Closed,EQMS-1079817,2024-08-21
523,15357,INV-0000523,2024-08-24,Minor,Sample Handling,Closed,EQMS-5118793,2024-10-01
524,90572,INV-0000524,2024-07-08,Major,Supplier,In Progress,EQMS-0585362,
525,291,INV-0000525,2024-07-22,Minor,Unknown,Closed,EQMS-6331285,2024-09-11
526,46494,INV-0000526,2025-12-11,Minor,Analytical Method,Closed,EQMS-5420113,2025-12-19
527,24808,INV-0000527,2024-08-22,Critical,Equipment,Closed,EQMS-3315701,2024-11-15
528,40632,INV-0000528,2024-06-09,Minor,Operator,Closed,EQMS-1232183,2024-08-21
529,2449,INV-0000529,2025-09-08,Minor,Unknown,In Progress,EQMS-9896122,
530,26118,INV-0000530,2026-02-20,Minor,Specification,Closed,EQMS-7719495,2026-05-16
531,13150,INV-0000531,2025-01-22,Minor,Sample Handling,Closed,EQMS-4277894,2025-04-21
532,117124,INV-0000532,2025-11-14,Minor,Specification,Closed,EQMS-4055197,2026-02-02
533,41612,INV-0000533,2024-04-15,Major,Unknown,Closed,EQMS-0098697,2024-07-07
534,73349,INV-0000534,2025-10-15,Major,Equipment,Closed,EQMS-4896245,2026-01-06
535,9637,INV-0000535,2024-09-27,Major,Operator,Closed,EQMS-0254033,2024-10-12
536,38451,INV-0000536,2025-07-03,Major,Sample Handling,In Progress,EQMS-2027535,
537,42997,INV-0000537,2025-04-22,Major,Equipment,In Progress,EQMS-8421193,
538,75490,INV-0000538,2024-09-07,Major,Sample Handling,Closed,EQMS-0507675,2024-10-21
539,52401,INV-0000539,2024-08-23,Minor,Analytical Method,In Progress,EQMS-4725410,
540,50202,INV-0000540,2025-11-11,Minor,Analytical Method,Closed,EQMS-5291748,2026-01-27
541,15916,INV-0000541,2024-11-20,Minor,Unknown,In Progress,EQMS-0974764,
542,73491,INV-0000542,2024-02-14,Minor,Equipment,Closed,EQMS-4789899,2024-04-01
543,107994,INV-0000543,2024-10-28,Critical,Operator,Closed,EQMS-4870056,2024-12-15
544,28944,INV-0000544,2024-07-15,Minor,Unknown,In Progress,EQMS-4039713,
545,48931,INV-0000545,2024-09-28,Major,Supplier,Closed,EQMS-0533393,2024-11-07
546,16923,INV-0000546,2025-03-09,Minor,Analytical Method,In Progress,EQMS-5595503,
547,32485,INV-0000547,2026-02-22,Major,Analytical Method,Closed,EQMS-5593945,2026-04-25
548,102241,INV-0000548,2024-06-05,Minor,Equipment,Closed,EQMS-1972696,2024-08-24
549,18599,INV-0000549,2025-08-25,Minor,Equipment,In Progress,EQMS-3819196,
550,45140,INV-0000550,2026-03-06,Major,Analytical Method,Closed,EQMS-5504403,2026-04-15
551,107005,INV-0000551,2025-02-04,Minor,Supplier,Closed,EQMS-3525733,2025-03-09
552,93702,INV-0000552,2024-12-20,Minor,Equipment,Closed,EQMS-4032673,2024-12-25
553,30182,INV-0000553,2025-11-08,Major,Equipment,In Progress,EQMS-2747328,
554,34734,INV-0000554,2025-07-11,Minor,Equipment,Closed,EQMS-5910304,2025-08-09
555,76186,INV-0000555,2024-12-12,Critical,Unknown,Closed,EQMS-3781301,2025-01-30
556,114169,INV-0000556,2025-12-21,Major,Operator,Closed,EQMS-9139187,2026-01-14
557,29749,INV-0000557,2025-03-03,Major,Sample Handling,Closed,EQMS-2937740,2025-05-09
558,53841,INV-0000558,2025-07-14,Major,Supplier,Closed,EQMS-4660122,2025-10-03
559,59405,INV-0000559,2025-12-01,Minor,Operator,Closed,EQMS-7983290,2026-01-16
560,23387,INV-0000560,2025-10-19,Critical,Operator,Closed,EQMS-6698739,2025-12-28
561,27995,INV-0000561,2024-07-07,Critical,Equipment,Closed,EQMS-2138589,2024-07-22
562,93168,INV-0000562,2025-03-20,Major,Supplier,Closed,EQMS-1393942,2025-03-31
563,82785,INV-0000563,2024-02-24,Minor,Supplier,Closed,EQMS-4602865,2024-03-20
