capa_id,investigation_id,capa_number,action_type,owner_function,due_date,status,effectiveness
334,10836,CAPA-000334,Corrective and Preventive,Laboratory,2026-03-23,Closed,Not Assessed
335,7601,CAPA-000335,Preventive,Laboratory,2025-02-25,Closed,Monitoring
336,10881,CAPA-000336,Corrective,Manufacturing,2026-07-24,Open,Monitoring
337,10824,CAPA-000337,Corrective,Manufacturing,2024-07-18,Closed,Effective
338,4926,CAPA-000338,Preventive,Manufacturing,2025-03-17,Closed,Effective
339,6098,CAPA-000339,Preventive,Quality,2025-06-11,Closed,Effective
340,7330,CAPA-000340,Corrective,MSAT,2024-07-23,Open,Effective
341,1962,CAPA-000341,Corrective,Quality,2026-08-09,Open,Ineffective
342,9820,CAPA-000342,Preventive,MSAT,2026-06-09,Closed,Effective
343,10863,CAPA-000343,Corrective,Quality,2025-12-17,Monitoring,Effective
344,3751,CAPA-000344,Preventive,Quality,2026-05-25,Closed,Not Assessed
345,7220,CAPA-000345,Preventive,Laboratory,2025-05-25,Monitoring,Effective
346,7803,CAPA-000346,Corrective,MSAT,2025-08-14,Monitoring,Ineffective
347,1347,CAPA-000347,Corrective and Preventive,Laboratory,2024-11-26,Closed,Not Assessed
348,2816,CAPA-000348,Corrective,Quality,2024-12-06,Monitoring,Not Assessed
349,6505,CAPA-000349,Corrective and Preventive,Manufacturing,2025-10-24,Monitoring,Ineffective
350,7443,CAPA-000350,Corrective,Supplier Quality,2025-01-27,Closed,Effective
351,5421,CAPA-000351,Preventive,MSAT,2025-02-09,Closed,Not Assessed
352,8592,CAPA-000352,Preventive,Supplier Quality,2026-10-03,Monitoring,Monitoring
353,9722,CAPA-000353,Corrective and Preventive,MSAT,2025-08-19,Closed,Effective
354,9595,CAPA-000354,Preventive,Supplier Quality,2024-10-08,Closed,Effective
355,11659,CAPA-000355,Corrective,Quality,2026-05-14,Closed,Ineffective
356,9430,CAPA-000356,Corrective and Preventive,Quality,2025-12-10,Closed,Monitoring
357,7067,CAPA-000357,Preventive,Quality,2025-07-01,Closed,Effective
358,10587,CAPA-000358,Corrective and Preventive,Laboratory,2026-02-26,Open,Effective
359,8427,CAPA-000359,Corrective,MSAT,2026-01-02,Monitoring,Not Assessed
360,8239,CAPA-000360,Corrective,MSAT,2025-03-31,Closed,Effective
361,1111,CAPA-000361,Preventive,Manufacturing,2025-01-13,Closed,Effective
362,4890,CAPA-000362,Preventive,Supplier Quality,2026-03-23,Closed,Effective
363,6117,CAPA-000363,Preventive,Supplier Quality,2025-01-24,Closed,Effective
364,11812,CAPA-000364,Preventive,Supplier Quality,2026-05-07,Closed,Not Assessed
365,10638,CAPA-000365,Preventive,Laboratory,2026-01-25,Closed,Monitoring
366,6145,CAPA-000366,Corrective and Preventive,Laboratory,2026-03-17,Closed,Effective
367,11799,CAPA-000367,Preventive,Quality,2026-07-01,Monitoring,Effective
368,623,CAPA-000368,Preventive,Supplier Quality,2026-04-24,Closed,Not Assessed
369,4278,CAPA-000369,Preventive,Quality,2025-11-09,Closed,Effective
370,1396,CAPA-000370,Corrective and Preventive,Quality,2025-09-22,Monitoring,Monitoring
371,1645,CAPA-000371,Corrective and Preventive,Laboratory,2025-05-05,Open,Effective
372,10083,CAPA-000372,Preventive,Quality,2026-04-29,Closed,Effective
373,6936,CAPA-000373,Corrective and Preventive,MSAT,2026-02-19,Closed,Not Assessed
374,7417,CAPA-000374,Corrective,Supplier Quality,2025-03-29,Closed,Ineffective
375,6724,CAPA-000375,Corrective,Manufacturing,2026-06-06,Open,Monitoring
376,397,CAPA-000376,Corrective,Laboratory,2025-06-19,Closed,Effective
377,8002,CAPA-000377,Corrective and Preventive,Laboratory,2026-06-05,Closed,Ineffective
378,7416,CAPA-000378,Corrective,Manufacturing,2026-11-13,Closed,Effective
379,2299,CAPA-000379,Preventive,MSAT,2026-01-03,Open,Effective
380,3553,CAPA-000380,Preventive,Quality,2024-06-08,Monitoring,Effective
381,387,CAPA-000381,Corrective and Preventive,MSAT,2024-06-27,Open,Effective
382,5940,CAPA-000382,Preventive,Supplier Quality,2024-07-26,Closed,Effective
383,6098,CAPA-000383,Corrective,Manufacturing,2026-03-23,Closed,Not Assessed
384,11058,CAPA-000384,Preventive,MSAT,2024-07-20,Closed,Monitoring
385,2363,CAPA-000385,Preventive,Quality,2026-06-03,Closed,Monitoring
386,9478,CAPA-000386,Corrective,Laboratory,2025-05-26,Closed,Monitoring
387,9751,CAPA-000387,Preventive,Laboratory,2026-01-28,Closed,Monitoring
388,6678,CAPA-000388,Preventive,Supplier Quality,2025-02-19,Monitoring,Monitoring
389,863,CAPA-000389,Corrective,Supplier Quality,2025-11-06,Closed,Monitoring
390,4308,CAPA-000390,Corrective,Supplier Quality,2026-03-23,Closed,Effective
391,8051,CAPA-000391,Preventive,MSAT,2025-02-15,Open,Effective
392,9330,CAPA-000392,Corrective,Quality,2025-11-03,Closed,Effective
393,1714,CAPA-000393,Corrective and Preventive,Supplier Quality,2026-03-04,Monitoring,Ineffective
394,1292,CAPA-000394,Corrective and Preventive,Supplier Quality,2024-12-17,Closed,Monitoring
395,4034,CAPA-000395,Corrective,Laboratory,2024-08-02,Closed,Not Assessed
396,10731,CAPA-000396,Corrective and Preventive,Manufacturing,2026-04-21,Monitoring,Effective
397,8637,CAPA-000397,Preventive,Laboratory,2026-06-20,Closed,Effective
398,4725,CAPA-000398,Corrective and Preventive,MSAT,2026-06-11,Monitoring,Effective
399,10183,CAPA-000399,Corrective,Manufacturing,2026-01-06,Closed,Monitoring
400,9064,CAPA-000400,Corrective,Supplier Quality,2026-09-20,Monitoring,Not Assessed
401,7014,CAPA-000401,Corrective,Manufacturing,2026-03-03,Closed,Not Assessed
402,1812,CAPA-000402,Preventive,Supplier Quality,2025-07-08,Closed,Ineffective
403,8498,CAPA-000403,Corrective,Manufacturing,2026-04-21,Closed,Ineffective
404,4806,CAPA-000404,Corrective,Manufacturing,2024-10-25,Open,Effective
405,7570,CAPA-000405,Corrective,Quality,2025-06-04,Monitoring,Effective
406,7392,CAPA-000406,Corrective,Laboratory,2025-08-01,Monitoring,Not Assessed
407,2171,CAPA-000407,Preventive,MSAT,2025-10-01,Monitoring,Effective
408,7533,CAPA-000408,Corrective and Preventive,Laboratory,2026-07-25,Monitoring,Effective
409,5989,CAPA-000409,Corrective,MSAT,2024-07-20,Closed,Effective
410,6520,CAPA-000410,Corrective and Preventive,Supplier Quality,2024-06-20,Closed,Not Assessed
411,1361,CAPA-000411,Corrective and Preventive,Manufacturing,2024-07-03,Monitoring,Effective
412,9261,CAPA-000412,Preventive,Quality,2025-09-30,Monitoring,Effective
413,3568,CAPA-000413,Corrective,MSAT,2026-09-29,Monitoring,Effective
414,3704,CAPA-000414,Corrective and Preventive,Manufacturing,2025-09-20,Monitoring,Ineffective
415,8265,CAPA-000415,Corrective,Laboratory,2025-05-30,Open,Effective
416,9001,CAPA-000416,Corrective,Manufacturing,2025-06-21,Closed,Monitoring
417,11231,CAPA-000417,Corrective,Quality,2025-10-01,Closed,Effective
418,4717,CAPA-000418,Preventive,MSAT,2024-09-19,Monitoring,Effective
419,7619,CAPA-000419,Corrective and Preventive,Laboratory,2024-07-21,Monitoring,Effective
420,9544,CAPA-000420,Corrective,Quality,2026-01-07,Closed,Monitoring
421,10845,CAPA-000421,Corrective and Preventive,Supplier Quality,2026-02-14,Closed,Monitoring
422,11176,CAPA-000422,Corrective,Manufacturing,2025-03-13,Closed,Monitoring
423,2805,CAPA-000423,Corrective and Preventive,Manufacturing,2026-07-04,Closed,Monitoring
424,3498,CAPA-000424,Corrective,Laboratory,2026-03-07,Monitoring,Effective
425,9147,CAPA-000425,Preventive,Laboratory,2024-10-17,Closed,Monitoring
426,3637,CAPA-000426,Corrective and Preventive,Quality,2026-06-17,Closed,Effective
427,2334,CAPA-000427,Corrective,Supplier Quality,2024-07-18,Monitoring,Not Assessed
428,4264,CAPA-000428,Corrective,Laboratory,2024-07-24,Monitoring,Not Assessed
429,11386,CAPA-000429,Corrective,Supplier Quality,2026-03-29,Closed,Monitoring
430,1181,CAPA-000430,Preventive,MSAT,2025-08-03,Closed,Monitoring
431,1882,CAPA-000431,Corrective,Quality,2025-09-15,Monitoring,Effective
432,8980,CAPA-000432,Preventive,Supplier Quality,2025-03-03,Closed,Not Assessed
433,4147,CAPA-000433,Preventive,Manufacturing,2026-03-31,Monitoring,Monitoring
434,5845,CAPA-000434,Preventive,MSAT,2025-02-15,Open,Effective
435,8699,CAPA-000435,Corrective and Preventive,Supplier Quality,2024-08-13,Closed,Monitoring
436,2076,CAPA-000436,Corrective and Preventive,MSAT,2026-09-12,Closed,Effective
437,9568,CAPA-000437,Corrective,Manufacturing,2026-07-20,Open,Monitoring
438,6486,CAPA-000438,Corrective,Quality,2025-05-11,Closed,Monitoring
439,7783,CAPA-000439,Corrective and Preventive,Supplier Quality,2025-08-05,Closed,Ineffective
440,11947,CAPA-000440,Corrective,Supplier Quality,2026-01-25,Closed,Monitoring
441,1600,CAPA-000441,Corrective and Preventive,Supplier Quality,2025-01-03,Closed,Not Assessed
442,5633,CAPA-000442,Corrective,Manufacturing,2026-07-21,Open,Monitoring
443,11462,CAPA-000443,Corrective,Manufacturing,2025-12-04,Closed,Effective
444,5417,CAPA-000444,Corrective and Preventive,Quality,2025-07-18,Monitoring,Effective
445,2043,CAPA-000445,Corrective and Preventive,Quality,2025-06-25,Monitoring,Effective
446,689,CAPA-000446,Corrective,Supplier Quality,2024-11-02,Closed,Effective
447,756,CAPA-000447,Corrective,Supplier Quality,2024-07-26,Monitoring,Effective
448,7809,CAPA-000448,Corrective,MSAT,2026-01-21,Closed,Effective
449,713,CAPA-000449,Corrective and Preventive,Manufacturing,2026-07-31,Closed,Not Assessed
450,577,CAPA-000450,Preventive,Laboratory,2024-11-30,Monitoring,Effective
451,2165,CAPA-000451,Corrective,Supplier Quality,2024-06-16,Open,Effective
452,3027,CAPA-000452,Corrective and Preventive,MSAT,2026-04-03,Monitoring,Effective
453,4115,CAPA-000453,Corrective and Preventive,Laboratory,2024-06-21,Open,Effective
454,9980,CAPA-000454,Corrective and Preventive,Laboratory,2026-02-06,Monitoring,Effective
455,3712,CAPA-000455,Corrective,MSAT,2026-02-08,Closed,Effective
456,911,CAPA-000456,Corrective and Preventive,Supplier Quality,2025-12-23,Monitoring,Effective
457,10836,CAPA-000457,Preventive,Manufacturing,2026-10-01,Closed,Not Assessed
458,4896,CAPA-000458,Corrective,Laboratory,2026-02-09,Closed,Effective
459,8318,CAPA-000459,Preventive,Supplier Quality,2025-02-15,Closed,Ineffective
460,4444,CAPA-000460,Preventive,Supplier Quality,2024-12-11,Closed,Effective
461,339,CAPA-000461,Corrective,MSAT,2026-04-19,Closed,Monitoring
462,2053,CAPA-000462,Preventive,MSAT,2026-05-29,Monitoring,Effective
463,6772,CAPA-000463,Corrective and Preventive,MSAT,2026-05-11,Closed,Ineffective
464,5251,CAPA-000464,Preventive,Manufacturing,2024-06-30,Closed,Effective
465,10746,CAPA-000465,Corrective,Supplier Quality,2025-12-17,Open,Effective
466,6729,CAPA-000466,Corrective and Preventive,Manufacturing,2024-07-17,Open,Effective
467,2992,CAPA-000467,Corrective and Preventive,Manufacturing,2025-01-24,Open,Effective
468,7994,CAPA-000468,Corrective,Laboratory,2026-02-06,Monitoring,Monitoring
469,2415,CAPA-000469,Preventive,Manufacturing,2024-10-05,Closed,Monitoring
470,9055,CAPA-000470,Corrective and Preventive,Laboratory,2025-04-09,Closed,Effective
471,2444,CAPA-000471,Corrective and Preventive,MSAT,2026-07-15,Closed,Effective
472,7562,CAPA-000472,Corrective and Preventive,Supplier Quality,2025-03-18,Closed,Effective
473,2004,CAPA-000473,Preventive,Quality,2025-11-01,Open,Effective
474,2793,CAPA-000474,Corrective and Preventive,MSAT,2026-05-31,Closed,Monitoring
475,5163,CAPA-000475,Corrective,Supplier Quality,2026-07-29,Closed,Not Assessed
476,6996,CAPA-000476,Corrective,MSAT,2025-01-15,Closed,Effective
477,1597,CAPA-000477,Preventive,Manufacturing,2024-11-16,Closed,Not Assessed
478,2111,CAPA-000478,Corrective and Preventive,MSAT,2025-05-25,Closed,Monitoring
479,4965,CAPA-000479,Corrective,Quality,2026-01-20,Closed,Ineffective
480,5120,CAPA-000480,Preventive,Manufacturing,2025-09-30,Open,Monitoring
481,11960,CAPA-000481,Corrective,Laboratory,2024-06-19,Closed,Not Assessed
482,3441,CAPA-000482,Corrective,MSAT,2026-01-11,Monitoring,Effective
483,11478,CAPA-000483,Corrective,Quality,2025-07-11,Monitoring,Effective
484,4908,CAPA-000484,Corrective,Supplier Quality,2026-10-31,Closed,Effective
485,8443,CAPA-000485,Corrective and Preventive,Manufacturing,2025-06-12,Monitoring,Effective
486,9844,CAPA-000486,Preventive,MSAT,2026-10-08,Open,Effective
487,52,CAPA-000487,Corrective,Laboratory,2026-02-26,Monitoring,Monitoring
488,8396,CAPA-000488,Corrective and Preventive,Supplier Quality,2025-01-15,Closed,Effective
489,2388,CAPA-000489,Corrective,Laboratory,2026-05-11,Closed,Effective
490,11291,CAPA-000490,Preventive,Quality,2025-02-22,Monitoring,Monitoring
491,7984,CAPA-000491,Corrective and Preventive,Manufacturing,2025-06-05,Open,Effective
492,1493,CAPA-000492,Corrective,MSAT,2026-07-17,Closed,Effective
493,2246,CAPA-000493,Corrective and Preventive,MSAT,2026-01-31,Closed,Monitoring
494,10494,CAPA-000494,Corrective,Supplier Quality,2025-05-08,Closed,Monitoring
495,1572,CAPA-000495,Corrective and Preventive,MSAT,2024-06-29,Monitoring,Monitoring
496,4830,CAPA-000496,Corrective and Preventive,Supplier Quality,2024-06-05,Closed,Monitoring
497,8603,CAPA-000497,Corrective and Preventive,MSAT,2025-07-07,Closed,Monitoring
498,11199,CAPA-000498,Corrective and Preventive,Quality,2026-02-13,Open,Not Assessed
499,1938,CAPA-000499,Corrective,MSAT,2025-10-14,Closed,Monitoring
500,5821,CAPA-000500,Corrective and Preventive,Quality,2025-03-01,Closed,Effective
501,8508,CAPA-000501,Corrective,Quality,2024-08-15,Closed,Effective
502,7289,CAPA-000502,Corrective,Laboratory,2025-05-30,Closed,Effective
503,3949,CAPA-000503,Preventive,Laboratory,2025-12-08,Closed,Monitoring
504,6450,CAPA-000504,Corrective and Preventive,Quality,2025-08-02,Closed,Effective
505,7788,CAPA-000505,Preventive,Supplier Quality,2026-07-30,Closed,Effective
506,6085,CAPA-000506,Corrective,Laboratory,2025-01-31,Closed,Monitoring
507,747,CAPA-000507,Preventive,MSAT,2025-04-27,Closed,Monitoring
508,9732,CAPA-000508,Corrective and Preventive,Supplier Quality,2025-05-23,Closed,Not Assessed
509,3098,CAPA-000509,Preventive,Laboratory,2025-11-07,Closed,Ineffective
510,5692,CAPA-000510,Corrective,Supplier Quality,2026-10-12,Closed,Effective
511,6674,CAPA-000511,Preventive,Manufacturing,2026-10-04,Monitoring,Monitoring
512,3440,CAPA-000512,Preventive,Supplier Quality,2024-10-22,Closed,Effective
513,1447,CAPA-000513,Corrective,Quality,2026-01-17,Closed,Effective
514,6429,CAPA-000514,Preventive,MSAT,2026-04-10,Monitoring,Effective
515,10339,CAPA-000515,Corrective,Manufacturing,2025-06-26,Open,Monitoring
516,2458,CAPA-000516,Preventive,Supplier Quality,2025-07-29,Closed,Effective
517,3892,CAPA-000517,Corrective and Preventive,Laboratory,2026-10-29,Closed,Effective
518,4600,CAPA-000518,Preventive,Quality,2025-12-23,Closed,Effective
519,68,CAPA-000519,Corrective and Preventive,Quality,2025-07-29,Closed,Monitoring
520,8908,CAPA-000520,Preventive,Quality,2024-09-16,Closed,Effective
521,7944,CAPA-000521,Preventive,Supplier Quality,2026-01-22,Closed,Effective
522,5780,CAPA-000522,Corrective and Preventive,Quality,2024-12-11,Closed,Monitoring
523,7779,CAPA-000523,Preventive,MSAT,2025-08-06,Closed,Effective
524,404,CAPA-000524,Corrective and Preventive,Laboratory,2025-09-25,Closed,Effective
525,5320,CAPA-000525,Corrective,MSAT,2025-09-18,Open,Not Assessed
526,218,CAPA-000526,Preventive,Supplier Quality,2025-02-26,Closed,Monitoring
527,4965,CAPA-000527,Preventive,MSAT,2024-09-14,Closed,Monitoring
528,4849,CAPA-000528,Corrective,MSAT,2025-05-19,Open,Ineffective
529,7844,CAPA-000529,Corrective,Laboratory,2024-07-07,Open,Effective
530,2670,CAPA-000530,Corrective,Manufacturing,2024-07-31,Closed,Effective
531,3847,CAPA-000531,Corrective,Manufacturing,2026-01-04,Monitoring,Effective
532,11299,CAPA-000532,Preventive,Quality,2025-01-27,Closed,Effective
533,2125,CAPA-000533,Corrective,Quality,2026-03-28,Monitoring,Monitoring
534,9594,CAPA-000534,Corrective,Supplier Quality,2024-06-19,Closed,Effective
535,446,CAPA-000535,Corrective and Preventive,Laboratory,2025-09-21,Closed,Effective
536,8079,CAPA-000536,Corrective and Preventive,Quality,2026-07-03,Monitoring,Effective
537,9412,CAPA-000537,Corrective and Preventive,Laboratory,2026-09-19,Open,Ineffective
538,10380,CAPA-000538,Preventive,Supplier Quality,2026-02-20,Open,Effective
539,4890,CAPA-000539,Corrective,Quality,2026-09-19,Monitoring,Effective
540,7926,CAPA-000540,Preventive,Laboratory,2025-02-11,Closed,Effective
541,9666,CAPA-000541,Corrective,MSAT,2026-11-17,Closed,Effective
542,386,CAPA-000542,Preventive,Laboratory,2025-01-27,Closed,Not Assessed
543,9700,CAPA-000543,Corrective,MSAT,2025-08-21,Monitoring,Not Assessed
544,9327,CAPA-000544,Preventive,Laboratory,2024-10-05,Closed,Ineffective
545,9673,CAPA-000545,Corrective,Supplier Quality,2026-03-17,Closed,Effective
546,1594,CAPA-000546,Preventive,Quality,2024-10-11,Closed,Not Assessed
547,797,CAPA-000547,Corrective,Quality,2024-06-12,Closed,Effective
548,7844,CAPA-000548,Corrective and Preventive,Supplier Quality,2024-11-14,Closed,Effective
549,5186,CAPA-000549,Corrective,MSAT,2025-02-17,Monitoring,Not Assessed
550,11591,CAPA-000550,Corrective and Preventive,Quality,2026-07-29,Closed,Effective
551,9553,CAPA-000551,Corrective,Quality,2024-06-26,Closed,Effective
552,3964,CAPA-000552,Corrective and Preventive,MSAT,2026-01-22,Closed,Effective
553,6048,CAPA-000553,Preventive,Manufacturing,2025-01-01,Closed,Effective
554,2246,CAPA-000554,Corrective,Supplier Quality,2024-07-08,Monitoring,Effective
555,3230,CAPA-000555,Preventive,MSAT,2025-07-15,Closed,Effective
556,7347,CAPA-000556,Corrective and Preventive,MSAT,2025-12-31,Monitoring,Not Assessed
557,10941,CAPA-000557,Corrective,Manufacturing,2025-01-27,Closed,Not Assessed
558,7086,CAPA-000558,Corrective,Laboratory,2026-04-26,Closed,Effective
559,7386,CAPA-000559,Preventive,Manufacturing,2026-03-26,Monitoring,Ineffective
560,6936,CAPA-000560,Corrective,Quality,2025-03-29,Open,Effective
561,2545,CAPA-000561,Preventive,Laboratory,2026-08-06,Closed,Effective
562,8372,CAPA-000562,Corrective and Preventive,Manufacturing,2025-10-23,Closed,Not Assessed
563,10281,CAPA-000563,Corrective,Laboratory,2024-11-24,Closed,Effective
564,9406,CAPA-000564,Preventive,Quality,2026-11-02,Monitoring,Ineffective
565,7959,CAPA-000565,Corrective,Supplier Quality,2024-09-24,Closed,Effective
566,1920,CAPA-000566,Preventive,MSAT,2025-07-17,Monitoring,Effective
567,1283,CAPA-000567,Corrective and Preventive,Laboratory,2025-03-07,Closed,Effective
568,8764,CAPA-000568,Corrective and Preventive,Manufacturing,2025-09-28,Closed,Effective
569,715,CAPA-000569,Corrective,Quality,2026-01-19,Monitoring,Effective
570,4280,CAPA-000570,Preventive,Quality,2024-08-07,Closed,Effective
571,11390,CAPA-000571,Preventive,MSAT,2025-07-22,Monitoring,Effective
572,10341,CAPA-000572,Corrective and Preventive,MSAT,2025-05-01,Closed,Monitoring
573,11489,CAPA-000573,Preventive,Supplier Quality,2026-04-09,Monitoring,Monitoring
574,10205,CAPA-000574,Corrective,MSAT,2024-06-25,Monitoring,Effective
575,8929,CAPA-000575,Corrective,Quality,2026-06-05,Closed,Ineffective
576,4959,CAPA-000576,Corrective and Preventive,MSAT,2026-08-08,Monitoring,Monitoring
577,1198,CAPA-000577,Preventive,Laboratory,2024-08-27,Open,Monitoring
578,6559,CAPA-000578,Preventive,Quality,2026-01-25,Closed,Ineffective
579,126,CAPA-000579,Corrective,Laboratory,2025-09-01,Closed,Effective
580,7265,CAPA-000580,Corrective and Preventive,Manufacturing,2025-07-29,Closed,Effective
581,6388,CAPA-000581,Corrective,Quality,2026-11-05,Closed,Monitoring
582,423,CAPA-000582,Corrective and Preventive,MSAT,2024-08-02,Closed,Monitoring
583,5823,CAPA-000583,Preventive,Quality,2025-08-11,Closed,Effective
584,1774,CAPA-000584,Preventive,Quality,2024-12-01,Closed,Monitoring
585,6533,CAPA-000585,Preventive,Laboratory,2026-03-05,Monitoring,Effective
